step,gripper_norm,block_x,block_z,ee_z
0,0.0007273895148038864,0.75,0.28494575529913974,0.30374499617535317
1,0.0,0.75,0.2849211299636699,0.30298108034957083
2,0.0,0.75,0.2849111669495092,0.3018780678438673
3,0.0,0.75,0.28490714789810695,0.30056572692240024
4,0.003969952047944069,0.75,0.2849055371043331,0.2991313734012215
5,0.0,0.75,0.2849049007279499,0.29761059540870605
6,0.0,0.75,0.2849046574496156,0.2960344618970115
7,0.0,0.75,0.28490457173183115,0.2944218115260703
8,0.0003608641001880169,0.75,0.28490454826999373,0.2927795647077239
9,0.0,0.75,0.2849045486152053,0.29392607374420393
10,0.0,0.75,0.2849045573555369,0.29620866942730395
11,0.0,0.75,0.28490456840056033,0.29678013530530667
12,0.0,0.75,0.284904579420541,0.2964124393464726
13,0.0,0.75,0.28490458959327636,0.29550550929266994
14,0.0046926933256387715,0.75,0.2849045986923826,0.2942760712470955
15,0.0,0.75,0.28490460671946083,0.29284675344099886
16,0.0,0.75,0.2849046137566361,0.2912792045520242
17,0.0,0.75,0.28490461990826976,0.28961641585184855
18,0.0008985399888753892,0.75,0.28490462527864896,0.2878976396523794
19,0.0044059328516721724,0.75,0.28490462996410054,0.28614464324862576
20,0.0,0.75,0.2849046340508072,0.2843678860088877
21,0.0,0.75,0.2849046376148064,0.28257756970041964
22,0.0,0.75,0.28490464072276206,0.2807763451390443
23,0.0026884390362203123,0.75,0.28490464343295085,0.27896371317006785
24,0.0,0.75,0.28490464579624863,0.2799566709073695
25,0.005076828407764435,0.75,0.2849046478570429,0.28499187900466916
26,0.00017094189932942392,0.75,0.28490464965404927,0.29254139326309103
27,0.007051196916282178,0.75,0.28490465122103126,0.3017636868220336
28,0.009418013700217009,0.75,0.28490465258743214,0.3121520496817411
29,0.006687859715580941,0.75,0.2849046537789269,0.3232825956164521
30,0.0,0.75,0.2849046548179042,0.33496682444763937
31,0.0,0.75,0.2849046557238871,0.34713389272316364
32,0.004177573305487633,0.75,0.2849046565138996,0.3596993029052179
33,0.00677772563302517,0.75,0.28490465720278646,0.37258901786131815
34,0.0033024532805085182,0.75,0.28490465780349217,0.3856898424909856
35,0.006157483942866326,0.75,0.28490465832730444,0.39895499748596025
36,0.010803933268547058,0.75,0.284904658784066,0.41235829490663967
37,0.00374880322855711,0.75,0.2849046591823598,0.42591668881024597
38,0.003974630081444979,0.75,0.2849046595296699,0.43959923347175883
39,0.0060163682316541674,0.75,0.2849046598325226,0.45305791647214516
40,0.0157225726326406,0.75,0.2849046600966086,0.46655823202141633
41,0.012461655522197485,0.75,0.28490466032689027,0.48026188607875075
42,0.004987558418154717,0.75,0.28490466052769464,0.4940493571868534
43,0.01057843417596817,0.75,0.2849046607027951,0.5078677717719294
44,0.005511885523349047,0.75,0.2849046608554818,0.5214185288731614
45,0.013504380250632764,0.75,0.28490466098862377,0.5349202390379726
46,0.015739586372315883,0.75,0.2849046611047229,0.5485033429892007
47,0.009759480349391699,0.75,0.2849046612059607,0.562079388824563
48,0.011505280736982823,0.75,0.2849046612942395,0.5755443238574567
49,0.0070966066172719,0.75,0.2849046613712183,0.58851222796975
50,0.00910139724174142,0.75,0.28490466143834337,0.6012368869045867
51,0.005893011169910431,0.75,0.2849046614968761,0.6137750174553708
52,0.007670067972421647,0.75,0.28490466154791627,0.6256543753457255
53,0.00708418152192235,0.75,0.2849046615924231,0.6363643877419172
54,0.005967353167265654,0.75,0.28490466163123285,0.6455900657383974
55,0.010535735946625472,0.75,0.2849046616650747,0.6546020216898537
56,0.012434540805727244,0.75,0.28490466169458467,0.6633826341030091
57,0.006694772478461266,0.75,0.2849046617203172,0.6710784492616939
58,0.0012251680349707604,0.75,0.28490466174275586,0.6776629219754101
59,0.0,0.75,0.28490466176232226,0.6834478212707901
60,0.006922953246295453,0.75,0.28490466177938406,0.690670554262703
61,0.01387567308792472,0.75,0.2849046617942618,0.6991883981526897
62,0.004990597650110722,0.75,0.28490466180723517,0.7073584978212073
63,0.005151915314912796,0.75,0.28490466181854784,0.7144751457210732
64,0.0023713756318688396,0.75,0.28490466182841245,0.7204002202226494
65,0.012254242839396001,0.75,0.2849046618370143,0.726713458822124
66,0.014607949210971595,0.75,0.28490466184451513,0.7333436500533759
67,0.012197003970891239,0.75,0.28490466185105584,0.7392074119127396
68,0.003322893605232239,0.75,0.2849046618567593,0.7440740568325954
69,0.0038389075171351436,0.75,0.2849046618617326,0.7482400360024664
70,0.01221121684974432,0.75,0.28490466186606933,0.7532998366885997
71,0.012269290017217398,0.75,0.28490466186985103,0.7591230802957544
72,0.012499616125255823,0.75,0.28490466187314856,0.7645208767062132
73,0.011230855969190599,0.75,0.284904661876024,0.7689950264105844
74,0.0,0.75,0.28490466187853136,0.7725492031141494
75,0.012710663967847825,0.75,0.2849046618807178,0.7762284241698779
76,0.013936308745086194,0.75,0.2849046618826243,0.7799064698530147
77,0.008702095796227455,0.75,0.2849046618842868,0.7828689191761072
78,0.0041659527127146725,0.75,0.2849046618857365,0.7852713698320016
79,0.0005556729092895985,0.75,0.28490466188700053,0.7874608472733116
80,0.0035778911256194117,0.75,0.2849046618881029,0.7895402405826711
81,0.0027572984974980354,0.75,0.2849046618890641,0.791321680596293
82,0.006248303344845772,0.75,0.2849046618899023,0.7927867887224223
83,0.0,0.75,0.2849046618906331,0.7941883055122807
84,0.0,0.75,0.2849046618912704,0.7955838589421749
85,0.011764002806335688,0.75,0.2849046618918261,0.7969643065327453
86,0.007839281681030989,0.75,0.2849046618923108,0.798182345475365
