step,gripper_norm,block_x,block_z,ee_z
0,0.0,0.6,0.28494575529913974,0.30373840904513677
1,0.0,0.6,0.2849211299636699,0.3029772337395159
2,0.0015904122047424318,0.6,0.2849111669495092,0.30190644460787297
3,0.0,0.6,0.28490714789810695,0.3006150862856859
4,0.0005700049737095833,0.6,0.2849055371043331,0.2991682520087699
5,0.0,0.6,0.2849049007279499,0.2976233074023846
6,0.0,0.6,0.2849046574496156,0.2960215080682703
7,0.0,0.6,0.28490457173183115,0.2943796072630196
8,0.0,0.6,0.28490454826999373,0.29270470959919154
9,0.0011544314010143281,0.6,0.2849045486152053,0.29100073707622376
10,0.0,0.6,0.2849045573555369,0.2892636397054996
11,0.0034278960896730426,0.6,0.28490456840056033,0.2875043900497592
12,0.002436480747789145,0.6,0.284904579420541,0.28574044965356477
13,0.002540648933261633,0.6,0.28490458959327636,0.2839779333593004
14,0.0027825062448978426,0.6,0.2849045986923826,0.28220364596462444
15,0.004823737856447697,0.6,0.28490460671946083,0.28042067244715974
16,0.0024428273792266846,0.6,0.2849046137566361,0.27864814458393117
17,0.001718894245862961,0.6,0.28490461990826976,0.27687897761864044
18,0.001529865936756134,0.6,0.28490462527864896,0.275095897220081
19,0.0014442906997203827,0.6,0.28490462996410054,0.2761639747445649
20,0.0006847210818529129,0.6,0.2849046340508072,0.2783273348971061
21,0.0010367952464818955,0.6,0.2849046376148064,0.27875907599883554
22,0.0,0.6,0.28490464072276206,0.281147678523512
23,5.8400927782058716e-05,0.6,0.28490464343295085,0.28703093015229886
24,0.0,0.6,0.28490464579624863,0.2949779873123626
25,0.0,0.6,0.2849046478570429,0.30122058241799726
26,0.0,0.6,0.28490464965404927,0.3072515980160694
27,0.0,0.6,0.28490465122103126,0.3157437219136208
28,0.0,0.6,0.28490465258743214,0.3256012824567912
29,0.0,0.6,0.2849046537789269,0.3362493639205918
30,0.0014561794600188732,0.6,0.2849046548179042,0.34745474138544186
31,0.0020868200908899306,0.6,0.2849046557238871,0.35901985006340625
32,0.002134315539300442,0.6,0.2849046565138996,0.37080691238296876
33,0.0,0.6,0.28490465720278646,0.3827524256483869
