step,gripper_norm,block_x,block_z,ee_z
0,0.0033653236670494083,0.75,0.28493106676229407,0.4751441861902396
1,0.0021245423228144645,0.75,0.2849424559268351,0.46161964565253527
2,0.002246200990229845,0.75,0.28494285237574274,0.4512633933343533
3,0.0030052640694379807,0.75,0.28494286610374275,0.44993230927156563
4,0.002379956992685795,0.75,0.2849428665791539,0.46254071768566224
5,0.004280072893023491,0.75,0.28494286659561774,0.5228369241287154
6,0.002351114085495472,0.75,0.2849428665961879,0.562358779477763
7,0.005106624799489975,0.75,0.28494286659620766,0.5488492232455581
8,0.006213024417042733,0.75,0.2849428665962081,0.5159482628591223
9,0.009572329212963582,0.75,0.2849428665962081,0.4665925772362883
10,0.005236119917929173,0.75,0.2849428665962081,0.4323221239637691
11,0.0026102235079407694,0.75,0.2849428665962081,0.41495447167341026
12,0.005384327170372009,0.75,0.2849428665962081,0.40452256928902686
13,0.005620791335105896,0.75,0.2849428665962081,0.3972540748991197
14,0.0038370899372398857,0.75,0.2849428665962081,0.3946361286405347
15,0.0053806920105814934,0.75,0.2849428665962081,0.39269947264313265
16,0.003631584223508835,0.75,0.2849428665962081,0.3897274422104008
17,0.006776146424263716,0.75,0.2849428665962081,0.38731378348115547
18,0.0067996557773351675,0.75,0.2849428665962081,0.38489493695667
19,0.007920298070132732,0.75,0.2849428665962081,0.38182933742145647
20,0.0,0.75,0.2849428665962081,0.38666913423275756
21,0.0,0.75,0.2849428665962081,0.3891741397291991
22,0.0,0.75,0.2849428665962081,0.38363753492249153
23,0.00013631849214434624,0.75,0.2849428665962081,0.3504762375750874
24,0.0018143022921681404,0.75,0.2849428665962081,0.3089112543871343
25,0.0022257010727226734,0.75,0.2849428665962081,0.29218142355436916
26,0.0,0.7443739558962386,0.28485906847469933,0.2813005212828914
27,0.0,0.7423608574898513,0.2849343027162556,0.2762885220262256
28,0.0008427015507817269,0.7405422657160502,0.2849423386784978,0.2746933466011894
29,0.0008383810739815235,0.7393339475309628,0.2849366134240453,0.27431513284891823
30,0.0030462639044523242,0.7301398169721811,0.2849888770143513,0.2739684110288621
31,0.003074302309066057,0.7292123501275557,0.2849296204229934,0.2741082117811594
32,0.002200910474807024,0.729073703908124,0.2849422168482616,0.27435601725693515
33,0.0018389737045168878,0.7289311828757554,0.2849416011707549,0.2743587956170948
34,0.0032666678140461447,0.7287138041167865,0.284946512397678,0.27444680825320167
35,0.001837394495755434,0.7285771480234301,0.28494287449336236,0.27455041108520445
36,0.0005027545175850392,0.7285080651831194,0.2849447501750319,0.2745944123141054
37,0.0033025128732919696,0.7285089794505912,0.2849429324306506,0.27449667995730287
38,0.0025175567296743394,0.7285090114219671,0.28494286887635856,0.2746305074030824
39,0.003015543824583292,0.7285090125164518,0.2849428666751723,0.2747376411614128
